2026-02-10 15:47:17.135 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.24K tokens (1242) | response=81 tokens | total=1.32K tokens (1323) | latency=4248ms
2026-02-13 17:51:07.054 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2018) | response=144 tokens | total=2.16K tokens (2162) | latency=1814ms
2026-02-13 17:51:39.230 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.42K tokens (2423) | response=190 tokens | total=2.61K tokens (2613) | latency=2064ms
2026-02-13 17:51:40.604 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.45K tokens (2448) | response=130 tokens | total=2.58K tokens (2578) | latency=1356ms
2026-02-13 17:51:43.208 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.45K tokens (2449) | response=82 tokens | total=2.53K tokens (2531) | latency=1444ms
2026-02-13 17:51:53.949 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.36K tokens (2357) | response=151 tokens | total=2.51K tokens (2508) | latency=6857ms
2026-02-13 17:51:56.452 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.30K tokens (2302) | response=157 tokens | total=2.46K tokens (2459) | latency=2473ms
2026-02-13 17:51:58.148 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.94K tokens (1944) | response=88 tokens | total=2.03K tokens (2032) | latency=1576ms
2026-02-13 17:51:59.428 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1889) | response=90 tokens | total=1.98K tokens (1979) | latency=1116ms
2026-02-13 17:52:07.455 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.86K tokens (1861) | response=140 tokens | total=2.00K tokens (2001) | latency=3018ms
2026-02-13 17:52:47.684 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.12K tokens (2119) | response=173 tokens | total=2.29K tokens (2292) | latency=10016ms
2026-02-13 17:52:49.071 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.17K tokens (2168) | response=47 tokens | total=2.22K tokens (2215) | latency=1315ms
2026-02-13 17:52:50.521 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.15K tokens (2146) | response=94 tokens | total=2.24K tokens (2240) | latency=1314ms
2026-02-13 17:52:55.406 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.16K tokens (2156) | response=117 tokens | total=2.27K tokens (2273) | latency=1483ms
2026-02-13 17:52:57.264 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.20K tokens (2196) | response=130 tokens | total=2.33K tokens (2326) | latency=1794ms
2026-02-13 17:52:59.199 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.96K tokens (1961) | response=127 tokens | total=2.09K tokens (2088) | latency=1847ms
2026-02-13 17:53:05.428 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.08K tokens (1081) | response=100 tokens | total=1.18K tokens (1181) | latency=2590ms
2026-02-13 17:53:08.114 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.15K tokens (1152) | response=121 tokens | total=1.27K tokens (1273) | latency=1551ms
2026-02-13 17:53:09.965 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.35K tokens (1351) | response=72 tokens | total=1.42K tokens (1423) | latency=1402ms
2026-02-13 17:53:11.249 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.62K tokens (1615) | response=24 tokens | total=1.64K tokens (1639) | latency=1274ms
2026-02-13 18:18:18.775 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.44K tokens (1443) | response=76 tokens | total=1.52K tokens (1519) | latency=2913ms
2026-02-13 18:18:24.487 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.53K tokens (1532) | response=110 tokens | total=1.64K tokens (1642) | latency=1673ms
2026-02-13 18:18:29.185 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.65K tokens (1645) | response=80 tokens | total=1.73K tokens (1725) | latency=1041ms
2026-02-13 18:18:35.992 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.74K tokens (1740) | response=21 tokens | total=1.76K tokens (1761) | latency=1125ms
2026-02-13 18:18:37.403 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.81K tokens (1805) | response=45 tokens | total=1.85K tokens (1850) | latency=1404ms
2026-02-13 18:18:47.206 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.93K tokens (1925) | response=33 tokens | total=1.96K tokens (1958) | latency=931ms
2026-02-13 18:18:49.599 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.92K tokens (1924) | response=129 tokens | total=2.05K tokens (2053) | latency=2350ms
2026-02-13 18:19:22.393 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2175) | response=176 tokens | total=2.35K tokens (2351) | latency=2655ms
2026-02-13 18:19:23.717 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.25K tokens (2254) | response=89 tokens | total=2.34K tokens (2343) | latency=1299ms
2026-02-13 18:19:25.901 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.28K tokens (2278) | response=159 tokens | total=2.44K tokens (2437) | latency=1847ms
2026-02-13 18:19:57.725 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.64K tokens (2643) | response=126 tokens | total=2.77K tokens (2769) | latency=1715ms
2026-02-13 18:20:06.534 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.62K tokens (2616) | response=176 tokens | total=2.79K tokens (2792) | latency=5801ms
2026-02-13 18:20:07.680 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.37K tokens (2371) | response=37 tokens | total=2.41K tokens (2408) | latency=1112ms
2026-02-13 18:20:10.077 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.29K tokens (2293) | response=98 tokens | total=2.39K tokens (2391) | latency=1674ms
2026-02-13 18:20:16.577 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.30K tokens (2298) | response=83 tokens | total=2.38K tokens (2381) | latency=1406ms
2026-02-13 18:20:18.391 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.88K tokens (1878) | response=97 tokens | total=1.98K tokens (1975) | latency=1794ms
2026-02-13 18:20:20.639 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.88K tokens (1878) | response=156 tokens | total=2.03K tokens (2034) | latency=2225ms
2026-02-13 18:20:22.473 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.88K tokens (1875) | response=116 tokens | total=1.99K tokens (1991) | latency=1692ms
2026-02-13 18:20:23.660 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1869) | response=57 tokens | total=1.93K tokens (1926) | latency=1020ms
2026-02-13 18:20:30.397 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.84K tokens (1838) | response=174 tokens | total=2.01K tokens (2012) | latency=1731ms
2026-02-13 18:20:31.481 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1885) | response=47 tokens | total=1.93K tokens (1932) | latency=943ms
2026-02-13 18:20:32.869 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.91K tokens (1911) | response=116 tokens | total=2.03K tokens (2027) | latency=1283ms
2026-02-13 18:20:34.994 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.39K tokens (2392) | response=103 tokens | total=2.50K tokens (2495) | latency=2004ms
2026-02-13 18:20:37.969 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.41K tokens (2405) | response=53 tokens | total=2.46K tokens (2458) | latency=1587ms
2026-02-13 18:20:44.875 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.10K tokens (1103) | response=132 tokens | total=1.24K tokens (1235) | latency=3823ms
2026-02-13 18:21:16.492 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.48K tokens (1483) | response=99 tokens | total=1.58K tokens (1582) | latency=1495ms
2026-02-13 18:21:21.741 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.55K tokens (1553) | response=100 tokens | total=1.65K tokens (1653) | latency=1516ms
2026-02-13 18:21:23.190 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.65K tokens (1650) | response=108 tokens | total=1.76K tokens (1758) | latency=1419ms
2026-02-13 18:21:24.977 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.76K tokens (1757) | response=114 tokens | total=1.87K tokens (1871) | latency=1762ms
2026-02-13 18:21:26.418 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.88K tokens (1881) | response=58 tokens | total=1.94K tokens (1939) | latency=1205ms
2026-02-13 18:21:27.985 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.63K tokens (1625) | response=103 tokens | total=1.73K tokens (1728) | latency=1497ms
2026-02-13 18:21:28.950 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.62K tokens (1617) | response=71 tokens | total=1.69K tokens (1688) | latency=924ms
2026-02-13 18:21:31.708 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.59K tokens (1592) | response=150 tokens | total=1.74K tokens (1742) | latency=2645ms
2026-02-13 18:21:33.035 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.61K tokens (1605) | response=67 tokens | total=1.67K tokens (1672) | latency=1248ms
2026-02-13 18:21:34.179 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.55K tokens (1545) | response=74 tokens | total=1.62K tokens (1619) | latency=1131ms
2026-02-13 18:21:35.599 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.49K tokens (1493) | response=81 tokens | total=1.57K tokens (1574) | latency=1232ms
2026-02-16 15:30:00.671 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.44K tokens (1443) | response=76 tokens | total=1.52K tokens (1519) | latency=3911ms
2026-02-16 15:30:06.463 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.53K tokens (1532) | response=110 tokens | total=1.64K tokens (1642) | latency=1618ms
2026-02-16 15:30:10.445 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.65K tokens (1645) | response=80 tokens | total=1.73K tokens (1725) | latency=1123ms
2026-02-16 15:30:19.668 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.74K tokens (1740) | response=21 tokens | total=1.76K tokens (1761) | latency=992ms
2026-02-16 15:30:20.858 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.81K tokens (1805) | response=45 tokens | total=1.85K tokens (1850) | latency=1165ms
2026-02-16 15:30:31.056 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.93K tokens (1925) | response=33 tokens | total=1.96K tokens (1958) | latency=903ms
2026-02-16 15:30:33.425 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.92K tokens (1924) | response=129 tokens | total=2.05K tokens (2053) | latency=2295ms
2026-02-16 15:31:06.735 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2175) | response=102 tokens | total=2.28K tokens (2277) | latency=3171ms
2026-02-16 15:31:07.925 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2179) | response=65 tokens | total=2.24K tokens (2244) | latency=1152ms
2026-02-16 15:31:10.127 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.20K tokens (2203) | response=121 tokens | total=2.32K tokens (2324) | latency=1798ms
2026-02-16 15:34:43.705 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.50K tokens (2501) | response=167 tokens | total=2.67K tokens (2668) | latency=183455ms
2026-02-16 15:34:44.989 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.53K tokens (2526) | response=61 tokens | total=2.59K tokens (2587) | latency=1256ms
2026-02-16 15:34:47.944 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.25K tokens (2253) | response=113 tokens | total=2.37K tokens (2366) | latency=1246ms
2026-02-16 15:34:56.195 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.25K tokens (2248) | response=140 tokens | total=2.39K tokens (2388) | latency=1708ms
2026-02-16 15:34:58.228 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.22K tokens (2222) | response=116 tokens | total=2.34K tokens (2338) | latency=1946ms
2026-02-16 15:34:59.761 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.90K tokens (1898) | response=98 tokens | total=2.00K tokens (1996) | latency=1414ms
2026-02-16 15:35:01.104 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.88K tokens (1878) | response=61 tokens | total=1.94K tokens (1939) | latency=1202ms
2026-02-16 15:35:08.046 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.85K tokens (1850) | response=148 tokens | total=2.00K tokens (1998) | latency=1936ms
2026-02-16 15:35:09.594 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1868) | response=107 tokens | total=1.98K tokens (1975) | latency=1472ms
2026-02-16 15:35:11.694 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.93K tokens (1925) | response=129 tokens | total=2.05K tokens (2054) | latency=1977ms
2026-02-16 15:35:18.085 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.95K tokens (1948) | response=128 tokens | total=2.08K tokens (2076) | latency=2998ms
2026-02-16 15:35:19.663 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.97K tokens (1974) | response=79 tokens | total=2.05K tokens (2053) | latency=1498ms
2026-02-16 15:35:23.266 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.00K tokens (2000) | response=164 tokens | total=2.16K tokens (2164) | latency=3540ms
2026-02-16 15:35:30.559 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.10K tokens (1103) | response=132 tokens | total=1.24K tokens (1235) | latency=4252ms
2026-02-16 15:36:02.750 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.48K tokens (1483) | response=121 tokens | total=1.60K tokens (1604) | latency=2064ms
2026-02-16 15:36:08.686 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.55K tokens (1553) | response=91 tokens | total=1.64K tokens (1644) | latency=1149ms
2026-02-16 15:36:14.027 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.62K tokens (1624) | response=124 tokens | total=1.75K tokens (1748) | latency=2742ms
2026-02-16 15:36:15.212 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.72K tokens (1721) | response=91 tokens | total=1.81K tokens (1812) | latency=1156ms
2026-02-16 15:36:16.851 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.83K tokens (1828) | response=104 tokens | total=1.93K tokens (1932) | latency=1616ms
2026-02-16 15:36:19.211 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.57K tokens (1569) | response=127 tokens | total=1.70K tokens (1696) | latency=2080ms
2026-02-16 15:36:20.695 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.62K tokens (1623) | response=63 tokens | total=1.69K tokens (1686) | latency=1456ms
2026-02-16 15:36:22.196 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.62K tokens (1615) | response=94 tokens | total=1.71K tokens (1709) | latency=1477ms
2026-02-16 15:36:23.342 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.58K tokens (1582) | response=97 tokens | total=1.68K tokens (1679) | latency=1130ms
2026-02-16 15:36:25.382 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.56K tokens (1563) | response=128 tokens | total=1.69K tokens (1691) | latency=1922ms
2026-02-16 15:36:26.848 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.55K tokens (1554) | response=78 tokens | total=1.63K tokens (1632) | latency=1394ms
2026-02-16 15:36:29.098 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.49K tokens (1493) | response=72 tokens | total=1.57K tokens (1565) | latency=2244ms
2026-02-16 15:36:30.574 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.52K tokens (1517) | response=64 tokens | total=1.58K tokens (1581) | latency=1285ms
2026-02-17 09:45:28.029 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.51K tokens (1510) | response=76 tokens | total=1.59K tokens (1586) | latency=3357ms
2026-02-17 09:45:37.326 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.60K tokens (1599) | response=81 tokens | total=1.68K tokens (1680) | latency=966ms
2026-02-17 09:45:42.583 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.71K tokens (1712) | response=88 tokens | total=1.80K tokens (1800) | latency=1157ms
2026-02-17 09:45:48.290 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.81K tokens (1807) | response=21 tokens | total=1.83K tokens (1828) | latency=986ms
2026-02-17 09:45:49.363 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1872) | response=45 tokens | total=1.92K tokens (1917) | latency=1061ms
2026-02-17 09:46:00.294 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1992) | response=33 tokens | total=2.03K tokens (2025) | latency=946ms
2026-02-17 09:46:01.885 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1991) | response=48 tokens | total=2.04K tokens (2039) | latency=1474ms
2026-02-17 09:46:07.274 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.03K tokens (2030) | response=81 tokens | total=2.11K tokens (2111) | latency=1165ms
2026-02-17 09:46:09.500 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2024) | response=101 tokens | total=2.13K tokens (2125) | latency=1841ms
2026-02-17 09:46:11.309 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.08K tokens (2077) | response=102 tokens | total=2.18K tokens (2179) | latency=1775ms
2026-02-17 09:46:13.674 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.05K tokens (2053) | response=111 tokens | total=2.16K tokens (2164) | latency=1815ms
2026-02-17 09:47:15.599 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.31K tokens (2305) | response=108 tokens | total=2.41K tokens (2413) | latency=1822ms
2026-02-17 09:47:17.157 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.22K tokens (2217) | response=90 tokens | total=2.31K tokens (2307) | latency=1468ms
2026-02-17 09:47:19.580 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.19K tokens (2191) | response=159 tokens | total=2.35K tokens (2350) | latency=2350ms
2026-02-17 09:47:21.973 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2184) | response=104 tokens | total=2.29K tokens (2288) | latency=1968ms
2026-02-17 09:47:23.331 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.18K tokens (2178) | response=78 tokens | total=2.26K tokens (2256) | latency=1093ms
2026-02-17 09:47:32.319 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.90K tokens (1900) | response=121 tokens | total=2.02K tokens (2021) | latency=3981ms
2026-02-17 09:47:34.665 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.94K tokens (1940) | response=126 tokens | total=2.07K tokens (2066) | latency=2205ms
2026-02-17 09:48:06.680 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.24K tokens (2239) | response=129 tokens | total=2.37K tokens (2368) | latency=1837ms
2026-02-17 09:48:38.920 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=7.58K tokens (7578) | response=91 tokens | total=7.67K tokens (7669) | latency=2044ms
2026-02-17 09:49:15.441 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.18K tokens (1177) | response=95 tokens | total=1.27K tokens (1272) | latency=2459ms
2026-02-17 09:49:18.010 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.25K tokens (1247) | response=131 tokens | total=1.38K tokens (1378) | latency=1842ms
2026-02-17 09:49:19.319 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.37K tokens (1373) | response=51 tokens | total=1.42K tokens (1424) | latency=1018ms
2026-02-17 09:49:21.077 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.47K tokens (1468) | response=137 tokens | total=1.61K tokens (1605) | latency=1498ms
2026-02-17 09:49:22.831 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.59K tokens (1590) | response=102 tokens | total=1.69K tokens (1692) | latency=1675ms
2026-02-17 09:49:23.732 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.69K tokens (1694) | response=45 tokens | total=1.74K tokens (1739) | latency=824ms
2026-02-17 09:49:25.091 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.71K tokens (1713) | response=34 tokens | total=1.75K tokens (1747) | latency=1229ms
2026-02-17 09:49:26.397 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.68K tokens (1678) | response=73 tokens | total=1.75K tokens (1751) | latency=1193ms
2026-02-17 09:49:27.458 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.65K tokens (1647) | response=93 tokens | total=1.74K tokens (1740) | latency=1034ms
2026-02-17 09:49:28.922 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.61K tokens (1611) | response=75 tokens | total=1.69K tokens (1686) | latency=1224ms
2026-02-17 09:54:35.973 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.51K tokens (1510) | response=76 tokens | total=1.59K tokens (1586) | latency=3375ms
2026-02-17 09:54:45.143 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.60K tokens (1599) | response=81 tokens | total=1.68K tokens (1680) | latency=1248ms
2026-02-17 09:54:50.365 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.71K tokens (1712) | response=88 tokens | total=1.80K tokens (1800) | latency=1174ms
2026-02-17 09:54:54.984 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.81K tokens (1807) | response=21 tokens | total=1.83K tokens (1828) | latency=938ms
2026-02-17 09:54:56.140 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.87K tokens (1872) | response=45 tokens | total=1.92K tokens (1917) | latency=1142ms
2026-02-17 09:55:08.215 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1992) | response=33 tokens | total=2.03K tokens (2025) | latency=897ms
2026-02-17 09:55:09.744 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.99K tokens (1991) | response=48 tokens | total=2.04K tokens (2039) | latency=1467ms
2026-02-17 09:55:14.566 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.03K tokens (2030) | response=81 tokens | total=2.11K tokens (2111) | latency=1222ms
2026-02-17 09:55:16.985 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.02K tokens (2024) | response=101 tokens | total=2.13K tokens (2125) | latency=1665ms
2026-02-17 09:55:18.672 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.08K tokens (2077) | response=102 tokens | total=2.18K tokens (2179) | latency=1637ms
2026-02-17 09:55:20.675 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.05K tokens (2053) | response=111 tokens | total=2.16K tokens (2164) | latency=1560ms
2026-02-17 09:55:53.132 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.32K tokens (2316) | response=134 tokens | total=2.45K tokens (2450) | latency=2295ms
2026-02-17 09:55:54.505 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.23K tokens (2228) | response=92 tokens | total=2.32K tokens (2320) | latency=1352ms
2026-02-17 09:56:29.424 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.49K tokens (2486) | response=141 tokens | total=2.63K tokens (2627) | latency=4773ms
2026-02-17 09:56:31.270 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.43K tokens (2433) | response=122 tokens | total=2.56K tokens (2555) | latency=1816ms
2026-02-17 09:56:33.485 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.40K tokens (2403) | response=120 tokens | total=2.52K tokens (2523) | latency=2177ms
2026-02-17 09:56:35.868 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.15K tokens (2145) | response=105 tokens | total=2.25K tokens (2250) | latency=2207ms
2026-02-17 09:56:42.426 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.14K tokens (2143) | response=105 tokens | total=2.25K tokens (2248) | latency=1566ms
2026-02-17 09:56:48.581 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.89K tokens (1892) | response=144 tokens | total=2.04K tokens (2036) | latency=5889ms
2026-02-17 09:57:20.460 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.19K tokens (2190) | response=129 tokens | total=2.32K tokens (2319) | latency=1676ms
2026-02-17 09:57:22.096 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.22K tokens (2219) | response=116 tokens | total=2.34K tokens (2335) | latency=1449ms
2026-02-17 09:57:56.146 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.49K tokens (2488) | response=89 tokens | total=2.58K tokens (2577) | latency=3827ms
2026-02-17 09:58:01.129 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.51K tokens (2514) | response=129 tokens | total=2.64K tokens (2643) | latency=2359ms
2026-02-17 09:58:33.320 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.80K tokens (2802) | response=147 tokens | total=2.95K tokens (2949) | latency=1946ms
2026-02-17 09:58:35.485 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.56K tokens (2559) | response=30 tokens | total=2.59K tokens (2589) | latency=1600ms
2026-02-17 09:58:36.837 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.53K tokens (2528) | response=122 tokens | total=2.65K tokens (2650) | latency=1347ms
2026-02-17 09:58:37.895 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.29K tokens (2286) | response=33 tokens | total=2.32K tokens (2319) | latency=1004ms
2026-02-17 09:58:39.170 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.29K tokens (2285) | response=54 tokens | total=2.34K tokens (2339) | latency=1218ms
2026-02-17 09:58:44.388 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.04K tokens (2035) | response=108 tokens | total=2.14K tokens (2143) | latency=1373ms
2026-02-17 09:58:46.847 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.00K tokens (2004) | response=113 tokens | total=2.12K tokens (2117) | latency=1672ms
2026-02-17 09:58:48.485 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.06K tokens (2057) | response=94 tokens | total=2.15K tokens (2151) | latency=1594ms
2026-02-17 09:58:50.246 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.03K tokens (2033) | response=102 tokens | total=2.14K tokens (2135) | latency=1181ms
2026-02-17 10:03:02.328 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.30K tokens (2296) | response=273 tokens | total=2.57K tokens (2569) | latency=221916ms
2026-02-17 10:03:05.789 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.23K tokens (2228) | response=153 tokens | total=2.38K tokens (2381) | latency=3443ms
2026-02-17 10:03:06.968 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.23K tokens (2233) | response=72 tokens | total=2.31K tokens (2305) | latency=1033ms
2026-02-17 10:03:08.262 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.21K tokens (2205) | response=70 tokens | total=2.28K tokens (2275) | latency=1074ms
2026-02-17 10:03:16.664 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.17K tokens (2171) | response=90 tokens | total=2.26K tokens (2261) | latency=3399ms
2026-02-17 10:03:19.034 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=1.91K tokens (1909) | response=76 tokens | total=1.99K tokens (1985) | latency=2257ms
2026-02-17 10:03:50.768 | provider=gemini-vertex | model=gemini-2.5-flash | prompt=2.19K tokens (2192) | response=112 tokens | total=2.30K tokens (2304) | latency=1546ms
